NRIC,PLATE,MOD8,MOD7,,,,table slot,mod 7,mod 8,,,,
90006,128131,6,0,,,,,,,,,,
42580,128132,4,6,,,,,,,,,,
80269,128133,5,0,,,,,,,,,,
34328,128134,0,0,,,,,,,,,,
79545,128135,1,4,,,,,,,,,,
14873,128136,1,5,,,,,,,,,,
30528,128137,0,1,,,,,,,,,,
94146,128138,2,3,,,,,,,,,,
70697,128139,1,4,,,,,,,,,,
59301,128140,5,4,,,,,,,,,,
32692,128141,4,2,,,,,,,,,,
58336,128142,0,5,,,,,,,,,,
20628,128143,4,6,,,,,,,,,,
13805,128144,5,1,,,,,,,,,,
16660,128145,4,0,,,,,,,,,,
10123,128146,3,1,,,,,,,,,,
43281,128147,1,0,,,,,,,,,,
61305,128148,1,6,,,,,,,,,,
86532,128149,4,5,,,,,,,,,,
50666,128150,2,0,,,,,,,,,,
34257,128151,1,6,,,,,,,,,,
69183,128152,7,2,,,,,,,,,,
27563,128153,3,4,,,,,,,,,,
53653,128154,5,5,,,,,,,,,,
61225,128155,1,3,,,,,,,,,,
19694,128156,6,3,,,,,,,,,,
80303,128157,7,6,,,,,,,,,,
52778,128158,2,5,,,,,,,,,,
26533,128159,5,3,,,,,,,,,,
39289,128160,1,5,,,,,,,,,,
19607,128161,7,0,,,,,,,,,,
34938,128162,2,1,,,,,,,,,,
28785,128163,1,1,,,,,,,,,,
61335,128164,7,1,,,,,,,,,,
69915,128165,3,6,,,,,,,,,,
51782,128166,6,3,,,,,,,,,,
46854,128167,6,3,,,,,,,,,,
93543,128168,7,2,,,,,,,,,,
67918,128169,6,4,,,,,,,,,,
16294,128170,6,5,,,,,,,,,,
34517,128171,5,0,,,,,,,,,,
75072,128172,0,4,,,,,,,,,,
78560,128173,0,6,,,,,,,,,,
35520,128174,0,2,,,,,,,,,,
98070,128175,6,0,,,,,,,,,,
70245,128176,5,0,,,,,,,,,,
48175,128177,7,1,,,,,,,,,,
96601,128178,1,1,,,,,,,,,,
25661,128179,5,6,,,,,,,,,,
17874,128180,2,3,,,,,,,,,,
65571,128181,3,2,,,,,,,,,,
36236,128182,4,4,,,,,,,,,,
76736,128183,0,2,,,,,,,,,,
92165,128184,5,3,,,,,,,,,,
73831,128185,7,2,,,,,,,,,,
77932,128186,4,1,,,,,,,,,,
56000,128187,0,0,,,,,,,,,,
49332,128188,4,3,,,,,,,,,,
72223,128189,7,4,,,,,,,,,,
28562,128190,2,2,,,,,,,,,,
62517,128191,5,0,,,,,,,,,,
20272,128192,0,0,,,,,,,,,,
77224,128193,0,0,,,,,,,,,,
52419,128194,3,3,,,,,,,,,,
73411,128195,3,2,,,,,,,,,,
19943,128196,7,0,,,,,,,,,,
94445,128197,5,1,,,,,,,,,,
12418,128198,2,0,,,,,,,,,,
87075,128199,3,2,,,,,,,,,,
30229,128200,5,3,,,,,,,,,,
71961,128201,1,1,,,,,,,,,,
97578,128202,2,5,,,,,,,,,,
66528,128203,0,0,,,,,,,,,,
20561,128204,1,2,,,,,,,,,,
83221,128205,5,5,,,,,,,,,,
93329,128206,1,5,,,,,,,,,,
22678,128207,6,5,,,,,,,,,,
45440,128208,0,3,,,,,,,,,,
95139,128209,3,2,,,,,,,,,,
48055,128210,7,0,,,,,,,,,,
85299,128211,3,4,,,,,,,,,,
60004,128212,4,0,,,,,,,,,,
57547,128213,3,0,,,,,,,,,,
60828,128214,4,5,,,,,,,,,,
46319,128215,7,0,,,,,,,,,,
20864,128216,0,4,,,,,,,,,,
57712,128217,0,4,,,,,,,,,,
11283,128218,3,6,,,,,,,,,,
76016,128219,0,3,,,,,,,,,,
54428,128220,4,3,,,,,,,,,,
25173,128221,5,1,,,,,,,,,,
33813,128222,5,3,,,,,,,,,,
12133,128223,5,2,,,,,,,,,,
62677,128224,5,6,,,,,,,,,,
51298,128225,2,2,,,,,,,,,,
37603,128226,3,6,,,,,,,,,,
16439,128227,7,3,,,,,,,,,,
53179,128228,3,0,,,,,,,,,,
93177,128229,1,0,,,,,,,,,,
23752,128230,0,1,,,,,,,,,,
90614,128231,6,6,,,,,,,,,,
21363,128232,3,6,,,,,,,,,,
70821,128233,5,2,,,,,,,,,,
28494,128234,6,4,,,,,,,,,,
21547,128235,3,1,,,,,,,,,,
16549,128236,5,1,,,,,,,,,,
65648,128237,0,2,,,,,,,,,,
69687,128238,7,2,,,,,,,,,,
61058,128239,2,4,,,,,,,,,,
91117,128240,5,5,,,,,,,,,,
10624,128241,0,5,,,,,,,,,,
88620,128242,4,0,,,,,,,,,,
22551,128243,7,4,,,,,,,,,,
11494,128244,6,0,,,,,,,,,,
72919,128245,7,0,,,,,,,,,,
19249,128246,1,6,,,,,,,,,,
21595,128247,3,0,,,,,,,,,,
25928,128248,0,0,,,,,,,,,,
21863,128249,7,2,,,,,,,,,,
41284,128250,4,5,,,,,,,,,,
56047,128251,7,5,,,,,,,,,,
49402,128252,2,3,,,,,,,,,,
50973,128253,5,6,,,,,,,,,,
16739,128254,3,2,,,,,,,,,,
60895,128255,7,2,,,,,,,,,,
85691,128256,3,4,,,,,,,,,,
68824,128257,0,0,,,,,,,,,,
99095,128258,7,3,,,,,,,,,,
64512,128259,0,0,,,,,,,,,,
68809,128260,1,6,,,,,,,,,,
47459,128261,3,6,,,,,,,,,,
79168,128262,0,5,,,,,,,,,,
21921,128263,1,4,,,,,,,,,,
58402,128264,2,1,,,,,,,,,,
51076,128265,4,4,,,,,,,,,,
41501,128266,5,5,,,,,,,,,,
46133,128267,5,3,,,,,,,,,,
76833,128268,1,1,,,,,,,,,,
89394,128269,2,4,,,,,,,,,,
16833,128270,1,5,,,,,,,,,,
75268,128271,4,4,,,,,,,,,,
71193,128272,1,3,,,,,,,,,,
79368,128273,0,2,,,,,,,,,,
80323,128274,3,5,,,,,,,,,,
30391,128275,7,4,,,,,,,,,,
82265,128276,1,1,,,,,,,,,,
38680,128277,0,5,,,,,,,,,,
46575,128278,7,4,,,,,,,,,,
30151,128279,7,2,,,,,,,,,,
33943,128280,7,0,,,,,,,,,,
37205,128281,5,0,,,,,,,,,,
63682,128282,2,3,,,,,,,,,,
94994,128283,2,4,,,,,,,,,,
40564,128284,4,6,,,,,,,,,,
80375,128285,7,1,,,,,,,,,,
23046,128286,6,2,,,,,,,,,,
44239,128287,7,6,,,,,,,,,,
53522,128288,2,0,,,,,,,,,,
60537,128289,1,1,,,,,,,,,,
22245,128290,5,6,,,,,,,,,,
89110,128291,6,0,,,,,,,,,,
94784,128292,0,4,,,,,,,,,,
74996,128293,4,5,,,,,,,,,,
49797,128294,5,6,,,,,,,,,,
19234,128295,2,5,,,,,,,,,,
30136,128296,0,1,,,,,,,,,,
41060,128297,4,5,,,,,,,,,,
35118,128298,6,6,,,,,,,,,,
91902,128299,6,6,,,,,,,,,,
96318,128300,6,5,,,,,,,,,,
64825,128301,1,5,,,,,,,,,,
85641,128302,1,3,,,,,,,,,,
91340,128303,4,4,,,,,,,,,,
43852,128304,4,4,,,,,,,,,,
83810,128305,2,6,,,,,,,,,,
72883,128306,3,6,,,,,,,,,,
23158,128307,6,2,,,,,,,,,,
90946,128308,2,2,,,,,,,,,,
66049,128309,1,4,,,,,,,,,,
29902,128310,6,5,,,,,,,,,,
95536,128311,0,0,,,,,,,,,,
16027,128312,3,4,,,,,,,,,,
41360,128313,0,4,,,,,,,,,,
78246,128314,6,0,,,,,,,,,,
91362,128315,2,5,,,,,,,,,,
77717,128316,5,3,,,,,,,,,,
96812,128317,4,2,,,,,,,,,,
16760,128318,0,2,,,,,,,,,,
12216,128319,0,1,,,,,,,,,,
75983,128320,7,5,,,,,,,,,,
13753,128321,1,5,,,,,,,,,,
35145,128322,1,5,,,,,,,,,,
86417,128323,1,2,,,,,,,,,,
12674,128324,2,4,,,,,,,,,,
59469,128325,5,4,,,,,,,,,,
67120,128326,0,4,,,,,,,,,,
36570,128327,2,2,,,,,,,,,,
50660,128328,4,1,,,,,,,,,,
98103,128329,7,5,,,,,,,,,,
84371,128330,3,0,,,,,,,,,,
34292,128331,4,6,,,,,,,,,,
99261,128332,5,1,,,,,,,,,,
31492,128333,4,6,,,,,,,,,,
43054,128334,6,4,,,,,,,,,,
28855,128335,7,1,,,,,,,,,,
35746,128336,2,4,,,,,,,,,,
22491,128337,3,0,,,,,,,,,,
72813,128338,5,6,,,,,,,,,,
66229,128339,5,2,,,,,,,,,,
29081,128340,1,3,,,,,,,,,,
64342,128341,6,5,,,,,,,,,,
77353,128342,1,3,,,,,,,,,,
67933,128343,5,5,,,,,,,,,,
12199,128344,7,5,,,,,,,,,,
63737,128345,1,2,,,,,,,,,,
50722,128346,2,0,,,,,,,,,,
12590,128347,6,4,,,,,,,,,,
15964,128348,4,4,,,,,,,,,,
27804,128349,4,0,,,,,,,,,,
69338,128350,2,3,,,,,,,,,,
14380,128351,4,2,,,,,,,,,,
55182,128352,6,1,,,,,,,,,,
45248,128353,0,0,,,,,,,,,,
90935,128354,7,5,,,,,,,,,,
67720,128355,0,2,,,,,,,,,,
11607,128356,7,1,,,,,,,,,,
17573,128357,5,3,,,,,,,,,,
92121,128358,1,1,,,,,,,,,,
90333,128359,5,5,,,,,,,,,,
28262,128360,6,3,,,,,,,,,,
15272,128361,0,5,,,,,,,,,,
81349,128362,5,2,,,,,,,,,,
53866,128363,2,1,,,,,,,,,,
95982,128364,6,5,,,,,,,,,,
23874,128365,2,4,,,,,,,,,,
32593,128366,1,1,,,,,,,,,,
35686,128367,6,0,,,,,,,,,,
69257,128368,1,6,,,,,,,,,,
90218,128369,2,2,,,,,,,,,,
14972,128370,4,6,,,,,,,,,,
24536,128371,0,1,,,,,,,,,,
25912,128372,0,5,,,,,,,,,,
39256,128373,0,0,,,,,,,,,,
99611,128374,3,1,,,,,,,,,,
44486,128375,6,1,,,,,,,,,,
65545,128376,1,4,,,,,,,,,,
49247,128377,7,2,,,,,,,,,,
32918,128378,6,4,,,,,,,,,,
90140,128379,4,1,,,,,,,,,,
54772,128380,4,4,,,,,,,,,,
57993,128381,1,5,,,,,,,,,,
37059,128382,3,1,,,,,,,,,,
62138,128383,2,6,,,,,,,,,,
20898,128384,2,3,,,,,,,,,,
24685,128385,5,3,,,,,,,,,,
51603,128386,3,6,,,,,,,,,,
78087,128387,7,2,,,,,,,,,,
27585,128388,1,5,,,,,,,,,,
77773,128389,5,3,,,,,,,,,,
91499,128390,3,2,,,,,,,,,,
94381,128391,5,0,,,,,,,,,,
53549,128392,5,6,,,,,,,,,,
62288,128393,0,2,,,,,,,,,,
80931,128394,3,4,,,,,,,,,,
27941,128395,5,4,,,,,,,,,,
18938,128396,2,3,,,,,,,,,,
44954,128397,2,0,,,,,,,,,,
86795,128398,3,2,,,,,,,,,,
89982,128399,6,4,,,,,,,,,,
44805,128400,5,5,,,,,,,,,,
53198,128401,6,5,,,,,,,,,,
61333,128402,5,6,,,,,,,,,,
25313,128403,1,1,,,,,,,,,,
45257,128404,1,2,,,,,,,,,,
41488,128405,0,6,,,,,,,,,,
30595,128406,3,5,,,,,,,,,,
95385,128407,1,3,,,,,,,,,,
20126,128408,6,1,,,,,,,,,,
23264,128409,0,3,,,,,,,,,,
99004,128410,4,3,,,,,,,,,,
75977,128411,1,6,,,,,,,,,,
66535,128412,7,0,,,,,,,,,,
82471,128413,7,4,,,,,,,,,,
30209,128414,1,4,,,,,,,,,,
78986,128415,2,5,,,,,,,,,,
17640,128416,0,0,,,,,,,,,,
79717,128417,5,1,,,,,,,,,,
70246,128418,6,1,,,,,,,,,,
43588,128419,4,6,,,,,,,,,,
42773,128420,5,3,,,,,,,,,,
12378,128421,2,2,,,,,,,,,,
13781,128422,5,5,,,,,,,,,,
17359,128423,7,6,,,,,,,,,,
80207,128424,7,1,,,,,,,,,,
31465,128425,1,0,,,,,,,,,,
16215,128426,7,3,,,,,,,,,,
13710,128427,6,4,,,,,,,,,,
50539,128428,3,6,,,,,,,,,,
47852,128429,4,0,,,,,,,,,,
17383,128430,7,2,,,,,,,,,,
97283,128431,3,4,,,,,,,,,,
64868,128432,4,6,,,,,,,,,,
91644,128433,4,0,,,,,,,,,,
30132,128434,4,4,,,,,,,,,,
63501,128435,5,4,,,,,,,,,,
57149,128436,5,1,,,,,,,,,,
93366,128437,6,0,,,,,,,,,,
85820,128438,4,0,,,,,,,,,,
73650,128439,2,3,,,,,,,,,,
72805,128440,5,5,,,,,,,,,,
22575,128441,7,0,,,,,,,,,,
27413,128442,5,1,,,,,,,,,,
52477,128443,5,5,,,,,,,,,,
76867,128444,3,0,,,,,,,,,,
62374,128445,6,4,,,,,,,,,,
89710,128446,6,5,,,,,,,,,,
92428,128447,4,0,,,,,,,,,,
22889,128448,1,6,,,,,,,,,,
76510,128449,6,0,,,,,,,,,,
17693,128450,5,4,,,,,,,,,,
89715,128451,3,3,,,,,,,,,,
84415,128452,7,2,,,,,,,,,,
45816,128453,0,1,,,,,,,,,,
57673,128454,1,0,,,,,,,,,,
60574,128455,6,3,,,,,,,,,,
21298,128456,2,4,,,,,,,,,,
86190,128457,6,6,,,,,,,,,,
96128,128458,0,4,,,,,,,,,,
35946,128459,2,1,,,,,,,,,,
68696,128460,0,5,,,,,,,,,,
85220,128461,4,2,,,,,,,,,,
23507,128462,3,1,,,,,,,,,,
79185,128463,1,1,,,,,,,,,,
75700,128464,4,2,,,,,,,,,,
18906,128465,2,6,,,,,,,,,,
32761,128466,1,1,,,,,,,,,,
65756,128467,4,5,,,,,,,,,,
56156,128468,4,2,,,,,,,,,,
92217,128469,1,6,,,,,,,,,,
95332,128470,4,6,,,,,,,,,,
94412,128471,4,3,,,,,,,,,,
59406,128472,6,4,,,,,,,,,,
47983,128473,7,5,,,,,,,,,,
42509,128474,5,5,,,,,,,,,,
78608,128475,0,5,,,,,,,,,,
57534,128476,6,1,,,,,,,,,,
99099,128477,3,0,,,,,,,,,,
18016,128478,0,5,,,,,,,,,,
57413,128479,5,6,,,,,,,,,,
29957,128480,5,4,,,,,,,,,,
16210,128481,2,5,,,,,,,,,,
28804,128482,4,6,,,,,,,,,,
50769,128483,1,5,,,,,,,,,,
51381,128484,5,1,,,,,,,,,,
95548,128485,4,5,,,,,,,,,,
82234,128486,2,5,,,,,,,,,,
51967,128487,7,6,,,,,,,,,,
49445,128488,5,4,,,,,,,,,,
72027,128489,3,4,,,,,,,,,,
23330,128490,2,6,,,,,,,,,,
82459,128491,3,6,,,,,,,,,,
91099,128492,3,1,,,,,,,,,,
29919,128493,7,1,,,,,,,,,,
82009,128494,1,4,,,,,,,,,,
70258,128495,2,6,,,,,,,,,,
47703,128496,7,5,,,,,,,,,,
34127,128497,7,2,,,,,,,,,,
26415,128498,7,4,,,,,,,,,,
85711,128499,7,3,,,,,,,,,,
76025,128500,1,5,,,,,,,,,,
72684,128501,4,3,,,,,,,,,,
45954,128502,2,6,,,,,,,,,,
39311,128503,7,6,,,,,,,,,,
47931,128504,3,2,,,,,,,,,,
60154,128505,2,3,,,,,,,,,,
39603,128506,3,4,,,,,,,,,,
57716,128507,4,1,,,,,,,,,,
21720,128508,0,6,,,,,,,,,,
36742,128509,6,6,,,,,,,,,,
16414,128510,6,6,,,,,,,,,,
97065,128511,1,3,,,,,,,,,,
72116,128512,4,2,,,,,,,,,,
96545,128513,1,1,,,,,,,,,,
77914,128514,2,4,,,,,,,,,,
76243,128515,3,6,,,,,,,,,,
71228,128516,4,3,,,,,,,,,,
57135,128517,7,1,,,,,,,,,,
10106,128518,2,5,,,,,,,,,,
57764,128519,4,0,,,,,,,,,,
32683,128520,3,0,,,,,,,,,,
38995,128521,3,5,,,,,,,,,,
94027,128522,3,3,,,,,,,,,,
99657,128523,1,5,,,,,,,,,,
74420,128524,4,3,,,,,,,,,,
41813,128525,5,2,,,,,,,,,,
45865,128526,1,1,,,,,,,,,,
88731,128527,3,6,,,,,,,,,,
53283,128528,3,6,,,,,,,,,,
43333,128529,5,3,,,,,,,,,,
11875,128530,3,3,,,,,,,,,,
83363,128531,3,0,,,,,,,,,,
67105,128532,1,3,,,,,,,,,,
68828,128533,4,4,,,,,,,,,,
66338,128534,2,6,,,,,,,,,,
58447,128535,7,4,,,,,,,,,,
47995,128536,3,3,,,,,,,,,,
37121,128537,1,0,,,,,,,,,,
67658,128538,2,3,,,,,,,,,,
30808,128539,0,1,,,,,,,,,,
59410,128540,2,1,,,,,,,,,,
34074,128541,2,5,,,,,,,,,,
33837,128542,5,6,,,,,,,,,,
22959,128543,7,6,,,,,,,,,,
64395,128544,3,2,,,,,,,,,,
97212,128545,4,3,,,,,,,,,,
11937,128546,1,2,,,,,,,,,,
68884,128547,4,4,,,,,,,,,,
25919,128548,7,5,,,,,,,,,,
10451,128549,3,0,,,,,,,,,,
17231,128550,7,4,,,,,,,,,,
89674,128551,2,4,,,,,,,,,,
85219,128552,3,1,,,,,,,,,,
81703,128553,7,6,,,,,,,,,,
10894,128554,6,2,,,,,,,,,,
10490,128555,2,4,,,,,,,,,,
70541,128556,5,2,,,,,,,,,,
75345,128557,1,4,,,,,,,,,,
66787,128558,3,0,,,,,,,,,,
37927,128559,7,1,,,,,,,,,,
15906,128560,2,2,,,,,,,,,,
14930,128561,2,6,,,,,,,,,,
40871,128562,7,5,,,,,,,,,,
38855,128563,7,5,,,,,,,,,,
62170,128564,2,3,,,,,,,,,,
93671,128565,7,4,,,,,,,,,,
31581,128566,5,4,,,,,,,,,,
61135,128567,7,4,,,,,,,,,,
11386,128568,2,4,,,,,,,,,,
85654,128569,6,2,,,,,,,,,,
52874,128570,2,3,,,,,,,,,,
29194,128571,2,4,,,,,,,,,,
91917,128572,5,0,,,,,,,,,,
69280,128573,0,1,,,,,,,,,,
44608,128574,0,4,,,,,,,,,,
32282,128575,2,5,,,,,,,,,,
55058,128576,2,3,,,,,,,,,,
63975,128577,7,2,,,,,,,,,,
36816,128578,0,3,,,,,,,,,,
79867,128579,3,4,,,,,,,,,,
14692,128580,4,6,,,,,,,,,,
70392,128581,0,0,,,,,,,,,,
50125,128582,5,5,,,,,,,,,,
38325,128583,5,0,,,,,,,,,,
16814,128584,6,0,,,,,,,,,,
12271,128585,7,0,,,,,,,,,,
52900,128586,4,1,,,,,,,,,,
68969,128587,1,5,,,,,,,,,,
15639,128588,7,1,,,,,,,,,,
86622,128589,6,4,,,,,,,,,,
70050,128590,2,1,,,,,,,,,,
91899,128591,3,3,,,,,,,,,,
90948,128592,4,4,,,,,,,,,,
56367,128593,7,3,,,,,,,,,,
90666,128594,2,2,,,,,,,,,,
96219,128595,3,4,,,,,,,,,,
95232,128596,0,4,,,,,,,,,,
32320,128597,0,1,,,,,,,,,,
90174,128598,6,0,,,,,,,,,,
82614,128599,6,0,,,,,,,,,,
19041,128600,1,1,,,,,,,,,,
30195,128601,3,4,,,,,,,,,,
98381,128602,5,3,,,,,,,,,,
31009,128603,1,6,,,,,,,,,,
40721,128604,1,2,,,,,,,,,,
58265,128605,1,4,,,,,,,,,,
57027,128606,3,5,,,,,,,,,,
74963,128607,3,0,,,,,,,,,,
74117,128608,5,1,,,,,,,,,,
68555,128609,3,4,,,,,,,,,,
47627,128610,3,6,,,,,,,,,,
49741,128611,5,6,,,,,,,,,,
10154,128612,2,4,,,,,,,,,,
29561,128613,1,0,,,,,,,,,,
28040,128614,0,5,,,,,,,,,,
46471,128615,7,5,,,,,,,,,,
17863,128616,7,6,,,,,,,,,,
69484,128617,4,2,,,,,,,,,,
56340,128618,4,4,,,,,,,,,,
25107,128619,3,5,,,,,,,,,,
79486,128620,6,1,,,,,,,,,,
10525,128621,5,4,,,,,,,,,,
77342,128622,6,6,,,,,,,,,,
42864,128623,0,3,,,,,,,,,,
22811,128624,3,5,,,,,,,,,,
14404,128625,4,5,,,,,,,,,,
22950,128626,6,4,,,,,,,,,,
23241,128627,1,1,,,,,,,,,,
14256,128628,0,4,,,,,,,,,,
35812,128629,4,0,,,,,,,,,,
65824,128630,0,3,,,,,,,,,,
80143,128631,7,0,,,,,,,,,,
56562,128632,2,2,,,,,,,,,,
87157,128633,5,0,,,,,,,,,,
86240,128634,0,0,,,,,,,,,,
10269,128635,5,0,,,,,,,,,,
66303,128636,7,6,,,,,,,,,,
26190,128637,6,3,,,,,,,,,,
26042,128638,2,2,,,,,,,,,,
62397,128639,5,6,,,,,,,,,,
35523,128640,3,5,,,,,,,,,,
51267,128641,3,6,,,,,,,,,,
25937,128642,1,2,,,,,,,,,,
40268,128643,4,4,,,,,,,,,,
27041,128644,1,0,,,,,,,,,,
77638,128645,6,1,,,,,,,,,,
70283,128646,3,3,,,,,,,,,,
73137,128647,1,1,,,,,,,,,,
34348,128648,4,6,,,,,,,,,,
90803,128649,3,6,,,,,,,,,,
56048,128650,0,6,,,,,,,,,,
32608,128651,0,2,,,,,,,,,,
33307,128652,3,1,,,,,,,,,,
91956,128653,4,4,,,,,,,,,,
28092,128654,4,1,,,,,,,,,,
52735,128655,7,4,,,,,,,,,,
23146,128656,2,4,,,,,,,,,,
13422,128657,6,3,,,,,,,,,,
45038,128658,6,0,,,,,,,,,,
98842,128659,2,2,,,,,,,,,,
13570,128660,2,4,,,,,,,,,,
40986,128661,2,1,,,,,,,,,,
57685,128662,5,5,,,,,,,,,,
67404,128663,4,1,,,,,,,,,,
36221,128664,5,3,,,,,,,,,,
51156,128665,4,0,,,,,,,,,,
24316,128666,4,5,,,,,,,,,,
50049,128667,1,6,,,,,,,,,,
52177,128668,1,6,,,,,,,,,,
41236,128669,4,6,,,,,,,,,,
80301,128670,5,4,,,,,,,,,,
71566,128671,6,5,,,,,,,,,,
78528,128672,0,2,,,,,,,,,,
48233,128673,1,3,,,,,,,,,,
34197,128674,5,2,,,,,,,,,,
67633,128675,1,6,,,,,,,,,,
55854,128676,6,1,,,,,,,,,,
62037,128677,5,3,,,,,,,,,,
56617,128678,1,1,,,,,,,,,,
72384,128679,0,4,,,,,,,,,,
85312,128680,0,3,,,,,,,,,,
75839,128681,7,1,,,,,,,,,,
14066,128682,2,3,,,,,,,,,,
47948,128683,4,5,,,,,,,,,,
76673,128684,1,2,,,,,,,,,,
34150,128685,6,4,,,,,,,,,,
55507,128686,3,4,,,,,,,,,,
91272,128687,0,6,,,,,,,,,,
57739,128688,3,3,,,,,,,,,,
96298,128689,2,6,,,,,,,,,,
51638,128690,6,6,,,,,,,,,,
65258,128691,2,4,,,,,,,,,,
19385,128692,1,2,,,,,,,,,,
92646,128693,6,1,,,,,,,,,,
93231,128694,7,5,,,,,,,,,,
77895,128695,7,6,,,,,,,,,,
58536,128696,0,2,,,,,,,,,,
72034,128697,2,4,,,,,,,,,,
50004,128698,4,3,,,,,,,,,,
18520,128699,0,5,,,,,,,,,,
59845,128700,5,2,,,,,,,,,,
65478,128701,6,0,,,,,,,,,,
43681,128702,1,1,,,,,,,,,,
74572,128703,4,1,,,,,,,,,,
62188,128704,4,0,,,,,,,,,,
88295,128705,7,4,,,,,,,,,,
12021,128706,5,2,,,,,,,,,,
54679,128707,7,2,,,,,,,,,,
39960,128708,0,4,,,,,,,,,,
68688,128709,0,4,,,,,,,,,,
53854,128710,6,3,,,,,,,,,,
98961,128711,1,2,,,,,,,,,,
86166,128712,6,3,,,,,,,,,,
58752,128713,0,1,,,,,,,,,,
61052,128714,4,5,,,,,,,,,,
39152,128715,0,1,,,,,,,,,,
13900,128716,4,5,,,,,,,,,,
27447,128717,7,0,,,,,,,,,,
53208,128718,0,1,,,,,,,,,,
64029,128719,5,0,,,,,,,,,,
68800,128720,0,4,,,,,,,,,,
89972,128721,4,1,,,,,,,,,,
62412,128722,4,0,,,,,,,,,,
72085,128723,5,6,,,,,,,,,,
20474,128724,2,6,,,,,,,,,,
80649,128725,1,2,,,,,,,,,,
58460,128726,4,3,,,,,,,,,,
27957,128727,5,6,,,,,,,,,,
37875,128728,3,5,,,,,,,,,,
82460,128729,4,0,,,,,,,,,,
27522,128730,2,5,,,,,,,,,,
82007,128731,7,2,,,,,,,,,,
90010,128732,2,4,,,,,,,,,,
17004,128733,4,1,,,,,,,,,,
71641,128734,1,3,,,,,,,,,,
79337,128735,1,6,,,,,,,,,,
66978,128736,2,2,,,,,,,,,,
49927,128737,7,3,,,,,,,,,,
28676,128738,4,4,,,,,,,,,,
42742,128739,6,0,,,,,,,,,,
57827,128740,3,0,,,,,,,,,,
86591,128741,7,1,,,,,,,,,,
19261,128742,5,4,,,,,,,,,,
85010,128743,2,2,,,,,,,,,,
72515,128744,3,2,,,,,,,,,,
56757,128745,5,1,,,,,,,,,,
91341,128746,5,5,,,,,,,,,,
42293,128747,5,6,,,,,,,,,,
38941,128748,5,0,,,,,,,,,,
93107,128749,3,0,,,,,,,,,,
82580,128750,4,1,,,,,,,,,,
26697,128751,1,6,,,,,,,,,,
19764,128752,4,3,,,,,,,,,,
73608,128753,0,3,,,,,,,,,,
24952,128754,0,4,,,,,,,,,,
97802,128755,2,5,,,,,,,,,,
40818,128756,2,1,,,,,,,,,,
94890,128757,2,5,,,,,,,,,,
54475,128758,3,1,,,,,,,,,,
97323,128759,3,2,,,,,,,,,,
29120,128760,0,0,,,,,,,,,,
40382,128761,6,6,,,,,,,,,,
66922,128762,2,2,,,,,,,,,,
73779,128763,3,6,,,,,,,,,,
36682,128764,2,2,,,,,,,,,,
11311,128765,7,6,,,,,,,,,,
69996,128766,4,3,,,,,,,,,,
30933,128767,5,0,,,,,,,,,,
69643,128768,3,0,,,,,,,,,,
29247,128769,7,1,,,,,,,,,,
47402,128770,2,5,,,,,,,,,,
31423,128771,7,0,,,,,,,,,,
15113,128772,1,0,,,,,,,,,,
10425,128773,1,2,,,,,,,,,,
85210,128774,2,6,,,,,,,,,,
60928,128775,0,0,,,,,,,,,,
45347,128776,3,1,,,,,,,,,,
47849,128777,1,4,,,,,,,,,,
41301,128778,5,1,,,,,,,,,,
30618,128779,2,0,,,,,,,,,,
35619,128780,3,3,,,,,,,,,,
60818,128781,2,2,,,,,,,,,,
81671,128782,7,2,,,,,,,,,,
10311,128783,7,0,,,,,,,,,,
81014,128784,6,3,,,,,,,,,,
21045,128785,5,3,,,,,,,,,,
49453,128786,5,5,,,,,,,,,,
86977,128787,1,2,,,,,,,,,,
20271,128788,7,6,,,,,,,,,,
60560,128789,0,3,,,,,,,,,,
28180,128790,4,5,,,,,,,,,,
92040,128791,0,4,,,,,,,,,,
18640,128792,0,6,,,,,,,,,,
23313,128793,1,3,,,,,,,,,,
96414,128794,6,3,,,,,,,,,,
80151,128795,7,1,,,,,,,,,,
75502,128796,6,0,,,,,,,,,,
78181,128797,5,5,,,,,,,,,,
92793,128798,1,1,,,,,,,,,,
78645,128799,5,0,,,,,,,,,,
93859,128800,3,3,,,,,,,,,,
16198,128801,6,0,,,,,,,,,,
38901,128802,5,2,,,,,,,,,,
18144,128803,0,0,,,,,,,,,,
98984,128804,0,4,,,,,,,,,,
55552,128805,0,0,,,,,,,,,,
83945,128806,1,1,,,,,,,,,,
71626,128807,2,2,,,,,,,,,,
16003,128808,3,1,,,,,,,,,,
42907,128809,3,4,,,,,,,,,,
67826,128810,2,3,,,,,,,,,,
73145,128811,1,2,,,,,,,,,,
27054,128812,6,6,,,,,,,,,,
54517,128813,5,1,,,,,,,,,,
37107,128814,3,0,,,,,,,,,,
62056,128815,0,1,,,,,,,,,,
40211,128816,3,3,,,,,,,,,,
10736,128817,0,5,,,,,,,,,,
42828,128818,4,2,,,,,,,,,,
96254,128819,6,4,,,,,,,,,,
64328,128820,0,5,,,,,,,,,,
48192,128821,0,4,,,,,,,,,,
65583,128822,7,0,,,,,,,,,,
83929,128823,1,6,,,,,,,,,,
78905,128824,1,1,,,,,,,,,,
50504,128825,0,6,,,,,,,,,,
41442,128826,2,2,,,,,,,,,,
36644,128827,4,6,,,,,,,,,,
