NRIC,PLATE,mod 7,mod 8,,,,,,,,,
7715132,2565522,5,4,,,,,,,,,
218332,3338150,2,4,,,,,,,,,
4824012,514300,4,4,,,,,,,,,
3676488,4004892,4,0,,,,,,,,,
1290616,5721072,5,0,,,,,,,,,
6061704,8417687,5,0,,,,,,,,,
3795064,5811156,0,0,,,,,,,,,
7430408,81953,6,0,,,,,,,,,
2046548,7390981,0,4,,,,,,,,,
733596,1634352,3,4,,,,,,,,,
9829440,1397921,5,0,,,,,,,,,
2650288,8183840,4,0,,,,,,,,,
6496936,9772839,5,0,,,,,,,,,
6503156,2685043,2,4,,,,,,,,,
3628348,118934,3,4,,,,,,,,,
1201276,5856608,6,4,,,,,,,,,
2678520,3467334,5,0,,,,,,,,,
1909008,4899971,3,0,,,,,,,,,
1058040,2371628,4,0,,,,,,,,,
4346260,1721218,2,4,,,,,,,,,
5331312,1143661,0,0,,,,,,,,,
5622248,7026936,2,0,,,,,,,,,
4179368,9270320,4,0,,,,,,,,,
4052184,9375441,3,0,,,,,,,,,
4327692,9321128,5,4,,,,,,,,,
5273696,4238808,1,0,,,,,,,,,
6319952,5145803,2,0,,,,,,,,,
8627508,4419112,1,4,,,,,,,,,
7539368,7249533,4,0,,,,,,,,,
1032532,3577231,4,4,,,,,,,,,
6400372,5622497,6,4,,,,,,,,,
1300804,2967223,1,4,,,,,,,,,
5350752,7002518,1,0,,,,,,,,,
7820888,2210848,5,0,,,,,,,,,
6204328,7492750,4,0,,,,,,,,,
176408,6559054,1,0,,,,,,,,,
3400076,9666083,1,4,,,,,,,,,
6254360,9349411,0,0,,,,,,,,,
4794096,4251822,6,0,,,,,,,,,
2224664,9881167,1,0,,,,,,,,,
6392088,5003916,3,0,,,,,,,,,
6670576,5859622,3,0,,,,,,,,,
905940,4825012,0,4,,,,,,,,,
9277512,4987993,6,0,,,,,,,,,
76300,554171,0,4,,,,,,,,,
727924,8758650,1,4,,,,,,,,,
2744288,5778799,1,0,,,,,,,,,
9292052,3838047,0,4,,,,,,,,,
2308512,4765793,3,0,,,,,,,,,
8362112,8169888,3,0,,,,,,,,,
6677548,1219917,3,4,,,,,,,,,
3979492,8842709,6,4,,,,,,,,,
7745920,7179854,0,0,,,,,,,,,
3439636,2887055,4,4,,,,,,,,,
1757416,6156071,3,0,,,,,,,,,
3553124,4312742,1,4,,,,,,,,,
1566600,5305689,0,0,,,,,,,,,
815880,7659928,2,0,,,,,,,,,
2684712,3613840,2,0,,,,,,,,,
5223864,855113,2,0,,,,,,,,,
8371068,3176864,6,4,,,,,,,,,
3181728,3241279,4,0,,,,,,,,,
8835696,3930714,2,0,,,,,,,,,
1415832,2593300,5,0,,,,,,,,,
8667100,2745273,1,4,,,,,,,,,
319176,8473100,4,0,,,,,,,,,
4277364,5546708,0,4,,,,,,,,,
5537320,7220019,5,0,,,,,,,,,
6504532,8084548,6,4,,,,,,,,,
1702660,7780530,1,4,,,,,,,,,
3812976,8385409,6,0,,,,,,,,,
881608,3405461,0,0,,,,,,,,,
1152932,2107311,4,4,,,,,,,,,
6213728,432429,3,0,,,,,,,,,
6190560,9821189,5,0,,,,,,,,,
7024484,804070,5,4,,,,,,,,,
2588980,747377,2,4,,,,,,,,,
2051248,3770455,3,0,,,,,,,,,
8876508,5435497,4,4,,,,,,,,,
4727728,5359455,5,0,,,,,,,,,
5616696,518644,1,0,,,,,,,,,
3674100,8440439,3,4,,,,,,,,,
4465828,247504,3,4,,,,,,,,,
4254716,4362058,4,4,,,,,,,,,
5372212,9099846,6,4,,,,,,,,,
9447528,6008195,6,0,,,,,,,,,
5844720,1596184,0,0,,,,,,,,,
867664,9807988,0,0,,,,,,,,,
345352,3445805,0,0,,,,,,,,,
351844,3407681,3,4,,,,,,,,,
5159412,1361665,6,4,,,,,,,,,
6951252,4965248,0,4,,,,,,,,,
5763516,109661,3,4,,,,,,,,,
1484964,5554853,5,4,,,,,,,,,
1520148,4057351,0,4,,,,,,,,,
5047976,1460960,3,0,,,,,,,,,
7982560,2371839,5,0,,,,,,,,,
6888388,1659500,3,4,,,,,,,,,
8474184,5744719,5,0,,,,,,,,,
1078424,9193451,4,0,,,,,,,,,
2729224,3960292,1,0,,,,,,,,,
7917396,8567132,4,4,,,,,,,,,
9451968,1307234,1,0,,,,,,,,,
7728904,9496763,1,0,,,,,,,,,
7840956,3644118,4,4,,,,,,,,,
7019392,5785406,2,0,,,,,,,,,
5071184,6735072,6,0,,,,,,,,,
1362260,6347186,4,4,,,,,,,,,
6374224,2483122,3,0,,,,,,,,,
9927820,6057862,0,4,,,,,,,,,
5120532,1182665,4,4,,,,,,,,,
1824220,7777139,6,4,,,,,,,,,
4073960,742428,2,0,,,,,,,,,
8754724,2518202,6,4,,,,,,,,,
6692564,7593965,4,4,,,,,,,,,
2377940,4544918,5,4,,,,,,,,,
9766296,5680554,1,0,,,,,,,,,
830084,1172150,3,4,,,,,,,,,
2146284,302491,0,4,,,,,,,,,
3782280,9032994,5,0,,,,,,,,,
9519804,4227042,0,4,,,,,,,,,
967964,633425,4,4,,,,,,,,,
6662076,1382996,1,4,,,,,,,,,
3251172,5965615,1,4,,,,,,,,,
1580952,7948307,2,0,,,,,,,,,
2040092,5457588,5,4,,,,,,,,,
2170984,9435829,4,0,,,,,,,,,
3399208,7675466,1,0,,,,,,,,,
5068412,386602,6,4,,,,,,,,,
3988284,8608469,6,4,,,,,,,,,
1001836,2199128,3,4,,,,,,,,,
2704780,9992,1,4,,,,,,,,,
8073092,5957710,6,4,,,,,,,,,
5053044,2152509,3,4,,,,,,,,,
5461104,7996346,5,0,,,,,,,,,
9996024,9487154,3,0,,,,,,,,,
9283448,8068296,6,0,,,,,,,,,
3466852,6665858,4,4,,,,,,,,,
4255628,9799027,6,4,,,,,,,,,
8761188,6692997,2,4,,,,,,,,,
6632968,2907480,6,0,,,,,,,,,
6048224,1512814,0,0,,,,,,,,,
5728768,9158656,3,0,,,,,,,,,
2353744,5382854,1,0,,,,,,,,,
4769144,289713,2,0,,,,,,,,,
7618024,6123884,1,0,,,,,,,,,
7738844,9797668,1,4,,,,,,,,,
8943672,4385720,3,0,,,,,,,,,
9418264,2342081,2,0,,,,,,,,,
5894080,3661931,3,0,,,,,,,,,
2756224,2809615,2,0,,,,,,,,,
8281344,1756899,1,0,,,,,,,,,
5970852,9471256,6,4,,,,,,,,,
763968,7491523,2,0,,,,,,,,,
818916,4120019,0,4,,,,,,,,,
6242016,8879824,4,0,,,,,,,,,
2957744,8821914,6,0,,,,,,,,,
9083840,1586476,3,0,,,,,,,,,
5355644,3492252,0,4,,,,,,,,,
1222864,9624517,6,0,,,,,,,,,
7611572,1671924,3,4,,,,,,,,,
3442796,4081983,0,4,,,,,,,,,
513396,4434546,2,4,,,,,,,,,
1254080,1216641,2,0,,,,,,,,,
199216,1177197,3,0,,,,,,,,,
4601200,2817796,2,0,,,,,,,,,
7493100,8470142,6,4,,,,,,,,,
3741832,725397,3,0,,,,,,,,,
3984556,7640057,2,4,,,,,,,,,
6957000,4009206,1,0,,,,,,,,,
3937500,3263917,0,4,,,,,,,,,
2632252,6387324,0,4,,,,,,,,,
6931228,9943279,3,4,,,,,,,,,
6988608,3794184,4,0,,,,,,,,,
7398812,9666549,1,4,,,,,,,,,
8125008,92654,3,0,,,,,,,,,
8760900,9960986,1,4,,,,,,,,,
3466440,8909989,5,0,,,,,,,,,
3948644,5912956,0,4,,,,,,,,,
9806940,6474206,3,4,,,,,,,,,
2456744,2676251,3,0,,,,,,,,,
3430920,6568936,3,0,,,,,,,,,
1089444,7512110,6,4,,,,,,,,,
2610012,6090080,6,4,,,,,,,,,
9564028,3823637,5,4,,,,,,,,,
8508428,7582280,5,4,,,,,,,,,
4348884,910433,1,4,,,,,,,,,
1736948,3184945,3,4,,,,,,,,,
8412964,4599051,0,4,,,,,,,,,
9006720,4263330,2,0,,,,,,,,,
7358388,5163215,2,4,,,,,,,,,
4722724,3107986,6,4,,,,,,,,,
3114180,3121615,6,4,,,,,,,,,
2330396,4540087,5,4,,,,,,,,,
1433388,296587,5,4,,,,,,,,,
7075572,9216587,0,4,,,,,,,,,
2022832,145821,0,0,,,,,,,,,
1747064,4248172,4,0,,,,,,,,,
4936388,329845,2,4,,,,,,,,,
1629084,3101783,2,4,,,,,,,,,
8844844,7690808,1,4,,,,,,,,,
7472592,2992102,1,0,,,,,,,,,
6314068,8730514,5,4,,,,,,,,,
7984532,203744,3,4,,,,,,,,,
6499848,3296554,5,0,,,,,,,,,
9655900,8434694,2,4,,,,,,,,,
1805548,2022701,3,4,,,,,,,,,
9975348,1926661,5,4,,,,,,,,,
6826860,6003317,5,4,,,,,,,,,
361352,4305338,5,0,,,,,,,,,
1235024,3911797,0,0,,,,,,,,,
4736332,5441415,6,4,,,,,,,,,
7219440,6157065,4,0,,,,,,,,,
6248604,9952263,5,4,,,,,,,,,
903244,5908232,6,4,,,,,,,,,
9553216,7212479,1,0,,,,,,,,,
2858128,8866118,0,0,,,,,,,,,
8280252,9927652,1,4,,,,,,,,,
4355252,8681351,6,4,,,,,,,,,
3167640,7260804,0,0,,,,,,,,,
6356044,4576827,2,4,,,,,,,,,
5281764,7628548,5,4,,,,,,,,,
476168,6734756,0,0,,,,,,,,,
2462916,4886009,1,4,,,,,,,,,
6674248,1731300,0,0,,,,,,,,,
4372288,5060829,4,0,,,,,,,,,
9376152,8407494,2,0,,,,,,,,,
8595044,1517058,3,4,,,,,,,,,
5596260,1589667,5,4,,,,,,,,,
9041220,3108781,6,4,,,,,,,,,
7251584,6666912,4,0,,,,,,,,,
2515400,8796941,6,0,,,,,,,,,
3205080,6887106,4,0,,,,,,,,,
2355988,9236491,5,4,,,,,,,,,
6297920,3202834,6,0,,,,,,,,,
1153816,3231306,6,0,,,,,,,,,
4539992,8953994,2,0,,,,,,,,,
1596412,2629900,6,4,,,,,,,,,
8365964,9562362,5,4,,,,,,,,,
7146340,4495457,5,4,,,,,,,,,
1724500,1365436,1,4,,,,,,,,,
1381928,652056,2,0,,,,,,,,,
8575140,6170391,0,4,,,,,,,,,
5190084,5276962,4,4,,,,,,,,,
3901472,4705978,1,0,,,,,,,,,
9290988,4447898,0,4,,,,,,,,,
8560056,5581372,1,0,,,,,,,,,
190976,2343030,2,0,,,,,,,,,
7391560,2719716,1,0,,,,,,,,,
9472284,2570407,3,4,,,,,,,,,
1982156,7926655,1,4,,,,,,,,,
709548,8241409,0,4,,,,,,,,,
3912688,2605788,3,0,,,,,,,,,
3517468,7237678,3,4,,,,,,,,,
8888980,791132,2,4,,,,,,,,,
2287416,3542709,5,0,,,,,,,,,
5032612,7538908,4,4,,,,,,,,,
1846148,2884018,3,4,,,,,,,,,
9907232,5425265,6,0,,,,,,,,,
4210428,3241218,5,4,,,,,,,,,
2003256,2909110,3,0,,,,,,,,,
4247780,9420460,5,4,,,,,,,,,
1911660,5951351,2,4,,,,,,,,,
3997488,3691777,5,0,,,,,,,,,
8387772,3020110,1,4,,,,,,,,,
6677868,5709943,1,4,,,,,,,,,
4592412,5226747,6,4,,,,,,,,,
3306064,3128587,6,0,,,,,,,,,
6011248,353880,5,0,,,,,,,,,
5569352,2675533,5,0,,,,,,,,,
8146304,3526421,5,0,,,,,,,,,
3028024,4506605,6,0,,,,,,,,,
7706976,2370836,4,0,,,,,,,,,
3938560,5831248,3,0,,,,,,,,,
5243604,7872441,2,4,,,,,,,,,
6569812,3911161,4,4,,,,,,,,,
4761920,3099506,2,0,,,,,,,,,
2616088,503797,6,0,,,,,,,,,
1450196,2797539,6,4,,,,,,,,,
6809612,5807825,5,4,,,,,,,,,
651184,5200716,2,0,,,,,,,,,
1502444,3180731,6,4,,,,,,,,,
3626612,1473675,3,4,,,,,,,,,
7272196,7233859,1,4,,,,,,,,,
9791636,1480353,1,4,,,,,,,,,
4135500,4665398,5,4,,,,,,,,,
9267696,8462064,4,0,,,,,,,,,
9681076,2161339,6,4,,,,,,,,,
5627764,3785874,2,4,,,,,,,,,
7745192,131678,0,0,,,,,,,,,
2553700,5466765,2,4,,,,,,,,,
1965944,1106322,1,0,,,,,,,,,
6788640,5516110,5,0,,,,,,,,,
3386220,2096524,5,4,,,,,,,,,
2968316,5268952,1,4,,,,,,,,,
9973204,7622622,3,4,,,,,,,,,
5396076,4798140,0,4,,,,,,,,,
7934472,84132,0,0,,,,,,,,,
9129172,2200564,3,4,,,,,,,,,
5531028,2357681,6,4,,,,,,,,,
6859852,6629036,6,4,,,,,,,,,
4654652,2777062,2,4,,,,,,,,,
4279828,8429560,0,4,,,,,,,,,
5811716,9366358,1,4,,,,,,,,,
9143592,9366548,3,0,,,,,,,,,
2182824,3404176,0,0,,,,,,,,,
7527392,998140,5,0,,,,,,,,,
4767312,6657593,4,0,,,,,,,,,
9378892,9228381,5,4,,,,,,,,,
8107200,388408,3,0,,,,,,,,,
3810524,1243480,4,4,,,,,,,,,
6376516,9352582,6,4,,,,,,,,,
1525672,4521071,1,0,,,,,,,,,
7502636,5558224,1,4,,,,,,,,,
2918072,4724982,3,0,,,,,,,,,
9879448,1347515,5,0,,,,,,,,,
9976516,4107844,4,4,,,,,,,,,
2179984,775696,2,0,,,,,,,,,
3779064,5943500,2,0,,,,,,,,,
5338044,8675029,5,4,,,,,,,,,
6007648,7787722,3,0,,,,,,,,,
6593388,7549040,4,4,,,,,,,,,
4632712,3439017,0,0,,,,,,,,,
4960176,854898,4,0,,,,,,,,,
7139192,5501600,4,0,,,,,,,,,
5033840,3661654,0,0,,,,,,,,,
9010656,2365574,4,0,,,,,,,,,
3345060,593409,5,4,,,,,,,,,
3630804,8474534,2,4,,,,,,,,,
2157384,583466,5,0,,,,,,,,,
402080,2339629,0,0,,,,,,,,,
7466844,2036477,0,4,,,,,,,,,
3103564,9704162,2,4,,,,,,,,,
5517520,6355993,1,0,,,,,,,,,
7755720,616021,0,0,,,,,,,,,
7543880,8755558,1,0,,,,,,,,,
4563268,4979554,3,4,,,,,,,,,
6073840,7136690,3,0,,,,,,,,,
1816172,6066048,1,4,,,,,,,,,
6754636,1248831,0,4,,,,,,,,,
4160684,486334,3,4,,,,,,,,,
660764,256027,6,4,,,,,,,,,
847636,7689238,6,4,,,,,,,,,
3932388,1730009,5,4,,,,,,,,,
2149856,4159190,2,0,,,,,,,,,
384696,2525414,4,0,,,,,,,,,
9052688,2048097,1,0,,,,,,,,,
8740208,1975870,1,0,,,,,,,,,
1145248,856540,6,0,,,,,,,,,
9686984,2349633,6,0,,,,,,,,,
4914660,4243773,2,4,,,,,,,,,
8856288,993388,0,0,,,,,,,,,
1307812,5799308,2,4,,,,,,,,,
5947524,7328637,2,4,,,,,,,,,
5911512,8427986,5,0,,,,,,,,,
5900520,2550673,3,0,,,,,,,,,
7942520,8527410,5,0,,,,,,,,,
9059092,8053845,0,4,,,,,,,,,
4253612,2146336,6,4,,,,,,,,,
2375752,2850150,1,0,,,,,,,,,
1911660,6978817,2,4,,,,,,,,,
786144,7292503,2,0,,,,,,,,,
1789856,2080217,5,0,,,,,,,,,
5161396,3731192,2,4,,,,,,,,,
6888168,4490206,0,0,,,,,,,,,
4704460,7768533,5,4,,,,,,,,,
5599856,9352995,3,0,,,,,,,,,
2874904,507236,4,0,,,,,,,,,
3459156,7616966,1,4,,,,,,,,,
5199148,7382240,3,4,,,,,,,,,
7432500,1514312,5,4,,,,,,,,,
3667020,9417722,0,4,,,,,,,,,
969800,3981524,6,0,,,,,,,,,
6607272,8575504,0,0,,,,,,,,,
2677372,5171480,5,4,,,,,,,,,
3126744,1200294,5,0,,,,,,,,,
7101760,2872913,1,0,,,,,,,,,
5709784,7462528,3,0,,,,,,,,,
5232424,2793601,1,0,,,,,,,,,
3861988,1774569,4,4,,,,,,,,,
1298680,5060139,5,0,,,,,,,,,
4790728,4166149,5,0,,,,,,,,,
7874172,8074577,5,4,,,,,,,,,
4692420,484519,5,4,,,,,,,,,
6021180,7893405,4,4,,,,,,,,,
3474212,5202162,0,4,,,,,,,,,
8315488,2475966,6,0,,,,,,,,,
4163956,3513149,6,4,,,,,,,,,
4228772,2845215,2,4,,,,,,,,,
8513316,4411544,0,4,,,,,,,,,
8976648,4186834,2,0,,,,,,,,,
7342988,4279541,2,4,,,,,,,,,
2844920,6691161,1,0,,,,,,,,,
4950216,2525602,5,0,,,,,,,,,
3367004,5532178,4,4,,,,,,,,,
3339772,4152857,2,4,,,,,,,,,
7137012,707337,1,4,,,,,,,,,
3940280,7237666,1,0,,,,,,,,,
2810284,7197769,1,4,,,,,,,,,
40328,9785341,1,0,,,,,,,,,
9475236,8746098,1,4,,,,,,,,,
1697768,4009007,2,0,,,,,,,,,
4508088,1141279,4,0,,,,,,,,,
6465040,1855130,1,0,,,,,,,,,
1686524,9355508,0,4,,,,,,,,,
3799252,4892500,2,4,,,,,,,,,
9502684,2224491,2,4,,,,,,,,,
7894300,2524228,1,4,,,,,,,,,
7714404,9330766,5,4,,,,,,,,,
579160,9864666,1,0,,,,,,,,,
290208,9849858,2,0,,,,,,,,,
9554160,6730677,0,0,,,,,,,,,
4223264,108374,3,0,,,,,,,,,
4427028,5794733,4,4,,,,,,,,,
8861268,9818687,3,4,,,,,,,,,
1742072,9037688,3,0,,,,,,,,,
2347192,3396414,1,0,,,,,,,,,
2982924,2659745,0,4,,,,,,,,,
8316192,1756492,3,0,,,,,,,,,
6907916,2025462,1,4,,,,,,,,,
477008,6124935,0,0,,,,,,,,,
1282760,4706887,3,0,,,,,,,,,
3095824,6221147,4,0,,,,,,,,,
7398084,5582404,1,4,,,,,,,,,
6825428,4273565,1,4,,,,,,,,,
310284,6657234,2,4,,,,,,,,,
9446164,7383011,0,4,,,,,,,,,
9524628,3351052,1,4,,,,,,,,,
2805192,7402863,5,0,,,,,,,,,
127740,480218,4,4,,,,,,,,,
392228,7925787,4,4,,,,,,,,,
7508004,5923915,0,4,,,,,,,,,
4259208,2013300,2,0,,,,,,,,,
1872696,4130428,0,0,,,,,,,,,
4425448,6804245,6,0,,,,,,,,,
2877552,8958813,6,0,,,,,,,,,
588008,1301401,1,0,,,,,,,,,
479612,4902684,0,4,,,,,,,,,
1371132,3328062,0,4,,,,,,,,,
8568572,1952689,5,4,,,,,,,,,
6359572,8417615,2,4,,,,,,,,,
2230176,2589190,4,0,,,,,,,,,
3936616,1454254,5,0,,,,,,,,,
7291144,6873071,0,0,,,,,,,,,
9792096,7386940,6,0,,,,,,,,,
1896340,1794349,5,4,,,,,,,,,
5267428,41981,5,4,,,,,,,,,
4663480,9515747,3,0,,,,,,,,,
798484,8762196,1,4,,,,,,,,,
2008732,4645014,5,4,,,,,,,,,
6273020,4544606,5,4,,,,,,,,,
2129912,9783705,1,0,,,,,,,,,
8989060,4978254,3,4,,,,,,,,,
697336,2158300,3,0,,,,,,,,,
9197088,1400897,5,0,,,,,,,,,
5111436,9420725,1,4,,,,,,,,,
5133856,7814441,0,0,,,,,,,,,
371756,8585667,0,4,,,,,,,,,
1707512,8780632,2,0,,,,,,,,,
4616932,3362218,5,4,,,,,,,,,
3105488,5444449,1,0,,,,,,,,,
289868,6342940,5,4,,,,,,,,,
8971012,1668725,1,4,,,,,,,,,
5731036,6071550,3,4,,,,,,,,,
2171344,8000216,0,0,,,,,,,,,
818688,3052009,3,0,,,,,,,,,
6917008,4643519,0,0,,,,,,,,,
5495452,8921217,4,4,,,,,,,,,
5424556,4519108,4,4,,,,,,,,,
2122404,9737932,4,4,,,,,,,,,
7449400,3665560,0,0,,,,,,,,,
2070168,2037677,2,0,,,,,,,,,
5631564,9748385,1,4,,,,,,,,,
6338760,9934163,1,0,,,,,,,,,
7398424,4438224,5,0,,,,,,,,,
6993888,8114900,6,0,,,,,,,,,
4225860,171408,2,4,,,,,,,,,
8562688,7890183,1,0,,,,,,,,,
7017928,4089755,1,0,,,,,,,,,
4453484,7771404,0,4,,,,,,,,,
3172560,2454628,6,0,,,,,,,,,
8881028,9648773,2,4,,,,,,,,,
6985964,3786978,6,4,,,,,,,,,
8998812,1488507,4,4,,,,,,,,,
3351740,5132434,0,4,,,,,,,,,
8030776,4935973,5,0,,,,,,,,,
5647184,2602405,4,0,,,,,,,,,
9904176,4227080,2,0,,,,,,,,,
3088896,5218856,6,0,,,,,,,,,
7798544,6411763,5,0,,,,,,,,,
7773888,8377704,3,0,,,,,,,,,
2223516,7615517,1,4,,,,,,,,,
7468508,6410191,5,4,,,,,,,,,
6269028,2088377,3,4,,,,,,,,,
9205396,1030501,4,4,,,,,,,,,
1218760,7666245,4,0,,,,,,,,,
1401416,9168939,2,0,,,,,,,,,
6670228,6587856,5,4,,,,,,,,,
2697004,7864069,2,4,,,,,,,,,
3668668,9562536,3,4,,,,,,,,,
9853652,7688753,4,4,,,,,,,,,
4589132,1125247,2,4,,,,,,,,,
9785712,4533625,6,0,,,,,,,,,
157020,5569478,3,4,,,,,,,,,
5206112,9854106,2,0,,,,,,,,,
3499724,599308,4,4,,,,,,,,,
1639760,9307115,3,0,,,,,,,,,
7360916,6280917,3,4,,,,,,,,,
5447644,8752305,6,4,,,,,,,,,
4487412,5318685,6,4,,,,,,,,,
3837712,9515455,4,0,,,,,,,,,
215720,6733506,1,0,,,,,,,,,
201640,8905875,5,0,,,,,,,,,
46984,1920082,0,0,,,,,,,,,
7536152,778663,1,0,,,,,,,,,
654708,9425891,5,4,,,,,,,,,
8359448,2678173,6,0,,,,,,,,,
7631688,9891032,1,0,,,,,,,,,
6519596,9528789,6,4,,,,,,,,,
8995748,4128177,6,4,,,,,,,,,
851976,1583602,6,0,,,,,,,,,
6224648,6795661,3,0,,,,,,,,,
129896,3327062,4,0,,,,,,,,,
4111168,2759180,5,0,,,,,,,,,
5574668,8996636,1,4,,,,,,,,,
8723264,729870,4,0,,,,,,,,,
5128968,4959959,5,0,,,,,,,,,
3358244,7081069,1,4,,,,,,,,,
9267600,2553353,6,0,,,,,,,,,
3054884,9507957,0,4,,,,,,,,,
1335840,7745737,2,0,,,,,,,,,
1433444,1143718,5,4,,,,,,,,,
4012904,4726930,0,0,,,,,,,,,
6240332,2585901,0,4,,,,,,,,,
9400860,663442,0,4,,,,,,,,,
1721276,5753059,4,4,,,,,,,,,
8195544,7536528,0,0,,,,,,,,,
7683452,3298470,0,4,,,,,,,,,
7215228,7677822,6,4,,,,,,,,,
8372752,2684595,3,0,,,,,,,,,
4098684,404250,2,4,,,,,,,,,
8884052,6386418,2,4,,,,,,,,,
2792928,5577148,5,0,,,,,,,,,
2155008,5743672,2,0,,,,,,,,,
1307128,5340587,4,0,,,,,,,,,
4044624,4175837,3,0,,,,,,,,,
7630932,7121334,1,4,,,,,,,,,
4891592,9695372,6,0,,,,,,,,,
6123776,9680459,1,0,,,,,,,,,
6390164,8050037,4,4,,,,,,,,,
6699744,2955528,2,0,,,,,,,,,
1887716,3800166,5,4,,,,,,,,,
863512,4245249,6,0,,,,,,,,,
3660300,2577814,0,4,,,,,,,,,
2809868,4122569,5,4,,,,,,,,,
8133920,3555286,4,0,,,,,,,,,
718100,7015397,5,4,,,,,,,,,
4286728,7903040,5,0,,,,,,,,,
5175560,7922725,5,0,,,,,,,,,
3259724,4376130,6,4,,,,,,,,,
1744644,330563,6,4,,,,,,,,,
9529280,7396287,5,0,,,,,,,,,
728772,2667797,2,4,,,,,,,,,
5712332,6759277,3,4,,,,,,,,,
6190640,4782677,1,0,,,,,,,,,
391968,7500923,3,0,,,,,,,,,
1946736,9654464,1,0,,,,,,,,,
1022376,1750871,5,0,,,,,,,,,
743196,6498952,6,4,,,,,,,,,
8588100,1576965,3,4,,,,,,,,,
4381896,1540676,1,0,,,,,,,,,
6863668,4365919,0,4,,,,,,,,,
9074148,2521836,6,4,,,,,,,,,
4075200,2391268,3,0,,,,,,,,,
429212,841781,0,4,,,,,,,,,
2628884,9261246,6,4,,,,,,,,,
7440556,2491816,4,4,,,,,,,,,
5048872,5757732,3,0,,,,,,,,,
2765432,211501,5,0,,,,,,,,,
8480888,2449409,3,0,,,,,,,,,
8758924,2079898,6,4,,,,,,,,,
3958468,5608757,3,4,,,,,,,,,
2498568,146420,2,0,,,,,,,,,
3484984,9010748,6,0,,,,,,,,,
9993560,3271768,3,0,,,,,,,,,
7344284,4052488,3,4,,,,,,,,,
3834444,4068281,5,4,,,,,,,,,
2837088,698828,2,0,,,,,,,,,
1213088,8893809,2,0,,,,,,,,,
8145656,3565775,1,0,,,,,,,,,
9695728,5624630,0,0,,,,,,,,,
5670192,2351900,3,0,,,,,,,,,
6038588,5909182,3,4,,,,,,,,,
9050928,5920359,5,0,,,,,,,,,
6270448,2440450,2,0,,,,,,,,,
203972,3355744,6,4,,,,,,,,,
9654452,4806278,3,4,,,,,,,,,
6832964,2916642,5,4,,,,,,,,,
7238200,7861005,4,0,,,,,,,,,
802588,2003573,3,4,,,,,,,,,
6102872,7200777,6,0,,,,,,,,,
6368552,700492,1,0,,,,,,,,,
2466408,8697012,0,0,,,,,,,,,
9891708,6105402,1,4,,,,,,,,,
5472668,7540234,5,4,,,,,,,,,
9019092,1856024,5,4,,,,,,,,,
5084964,1057344,3,4,,,,,,,,,
9849496,266387,6,0,,,,,,,,,
1285008,9771804,4,0,,,,,,,,,
7920088,6805861,1,0,,,,,,,,,
6607340,8886650,5,4,,,,,,,,,
5018096,2600169,6,0,,,,,,,,,
5728512,1642483,6,0,,,,,,,,,
8682340,2732252,2,4,,,,,,,,,
3975300,5786237,0,4,,,,,,,,,
1593424,5425656,0,0,,,,,,,,,
8065748,8373007,5,4,,,,,,,,,
3173840,935778,5,0,,,,,,,,,
103324,9291080,4,4,,,,,,,,,
3844540,1086803,0,4,,,,,,,,,
8404536,4968890,0,0,,,,,,,,,
9155980,6195986,1,4,,,,,,,,,
7440624,7206387,2,0,,,,,,,,,
6938220,2160496,2,4,,,,,,,,,
1777560,1745214,1,0,,,,,,,,,
3165556,6231767,2,4,,,,,,,,,
677188,1286950,1,4,,,,,,,,,
7542960,3800558,5,0,,,,,,,,,
474792,3455094,3,0,,,,,,,,,
3038712,190107,5,0,,,,,,,,,
165000,8934514,3,0,,,,,,,,,
7931964,1250073,5,4,,,,,,,,,
9043400,6847037,2,0,,,,,,,,,
3754020,372710,4,4,,,,,,,,,
4317640,133095,5,0,,,,,,,,,
7834060,1872750,3,4,,,,,,,,,
8589280,5726632,0,0,,,,,,,,,
6148576,1478324,0,0,,,,,,,,,
1779832,9680892,5,0,,,,,,,,,
9748220,4277293,6,4,,,,,,,,,
2667612,7832477,3,4,,,,,,,,,
5927572,6313583,0,4,,,,,,,,,
5113040,5871543,2,0,,,,,,,,,
2610176,7777556,2,0,,,,,,,,,
125100,6944565,3,4,,,,,,,,,
232276,2803631,2,4,,,,,,,,,
6103268,962456,3,4,,,,,,,,,
7012020,2246329,1,4,,,,,,,,,
2538108,3075257,6,4,,,,,,,,,
798056,7406361,0,0,,,,,,,,,
9385928,2337816,6,0,,,,,,,,,
8390008,5930975,4,0,,,,,,,,,
8676428,8191852,5,4,,,,,,,,,
4173180,2925081,4,4,,,,,,,,,
7866956,4392524,6,4,,,,,,,,,
2627788,9964419,2,4,,,,,,,,,
3726028,356780,5,4,,,,,,,,,
4913060,6593719,5,4,,,,,,,,,
2837016,8504653,0,0,,,,,,,,,
3117704,8659843,2,0,,,,,,,,,
6255624,6231746,4,0,,,,,,,,,
62172,3956913,5,4,,,,,,,,,
1412424,9431638,6,0,,,,,,,,,
1267812,4247813,0,4,,,,,,,,,
484312,7466189,3,0,,,,,,,,,
6143956,1517395,0,4,,,,,,,,,
8596208,8548538,5,0,,,,,,,,,
4129480,6190308,5,0,,,,,,,,,
2822112,2978572,6,0,,,,,,,,,
1342224,2714936,2,0,,,,,,,,,
7990784,6481898,4,0,,,,,,,,,
